City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Mumbai,24-08-2024,5,19.09135214,72.84743997,7.5,Economy,Clear,None,Cash,0.396552,0.521698,1.19,154.7,1,1,91.83,584,94.28,0.884067,0,Night,50,48,0,0.2,100,100,Average
Bangalore,16-11-2024,5,12.96356922,77.55054519,15.74,Economy,Rainy,Political Rally,UPI,0.788301,0.522549,1,242.62,13,1,87.84,741,89.99,0.786691,0.05,Evening Peak,100,83,25,0.3,100,5,Below Average
Chennai,07-12-2024,5,13.06779045,80.30010165,9.96,Economy,Clear,None,UPI,0.351215,0.59652,1.37,191.2,5,1,96.11,700,97.28,0.779505,0,Night,50,98,0,0.1,100,100,Above Average
Hyderabad,29-11-2024,4,17.40164696,78.48280822,7.71,Luxury,Clear,IPL Match,Card,0.315981,0.826498,1.77,179.46,8,0,96.15,945,95.5,0.830285,0.06,Morning Peak,95,90,25,0.1,100,0,Below Average
Hyderabad,15-03-2025,5,17.34531243,78.4811145,13.07,Premium,Stormy,Festival,Card,0.768904,0.628938,1,149.63,23,1,88.27,575,89.09,0.86318,0.09,Morning Peak,100,49,25,0.3,100,0,Below Average
Delhi,16-08-2024,4,28.72965325,77.13022733,17.66,Premium,Stormy,Political Rally,Card,0.484574,0.626453,1.21,256.04,4,0,89,974,90.2,0.721098,0.07,Morning Peak,100,58,25,0.3,100,0,Below Average
Chennai,26-02-2025,2,13.11707589,80.27129571,8.28,Economy,Cloudy,IPL Match,UPI,0.617781,0.638494,1.03,124.71,17,0,95.03,776,95.92,0.879413,0.02,Night,80,60,15,0.1,100,0,Below Average
Hyderabad,29-07-2024,0,17.36947163,78.47988152,3.77,Economy,Cloudy,Concert,UPI,0.757928,0.732558,1,65.93,13,0,82.18,606,84.83,0.999449,0.09,Night,80,93,15,0.1,100,60,Below Average
Chennai,09-09-2024,0,13.05193925,80.28916352,8.52,Economy,Rainy,IPL Match,UPI,0.202194,0.971771,2.15,266,7,0,98.72,738,97.6,0.892383,0.05,Evening Peak,100,92,25,0.3,100,35,Below Average
Hyderabad,05-06-2024,2,17.38953117,78.49895256,4.71,Economy,Clear,IPL Match,UPI,0.259602,0.801811,1.81,134.65,19,0,88.63,931,89.34,0.902034,0.09,Evening Peak,95,30,25,0.2,100,25,Below Average
Delhi,03-07-2024,2,28.70386745,77.07414921,14.05,Luxury,Rainy,Concert,UPI,0.228203,0.577727,1.52,266.76,13,0,92.95,548,94.47,0.829935,0.02,Afternoon,100,38,15,0.3,100,100,Below Average
Bangalore,08-06-2024,5,12.9810642,77.54602253,14.98,Luxury,Clear,Political Rally,Cash,0.659028,0.601567,1,232.74,2,1,91.88,881,92.82,0.806563,0.05,Evening Peak,95,52,25,0.1,100,100,Below Average
Delhi,08-01-2025,2,28.72967393,77.06097484,12.17,Luxury,Cloudy,None,UPI,0.554108,0.92705,1.56,244.45,17,0,82.84,929,86.49,0.974058,0.05,Evening Peak,65,41,10,0.2,100,0,Below Average
Delhi,01-06-2024,5,28.75170798,77.0776554,15.57,Premium,Clear,Concert,Cash,0.486103,0.868394,1.57,299.4,17,1,98.55,790,97.48,0.841479,0.05,Afternoon,80,30,15,0.2,100,75,Below Average
Bangalore,19-10-2024,5,12.92404924,77.6415831,7.23,Economy,Cloudy,None,UPI,0.998189,0.726806,1,131.99,14,1,84.21,845,88.05,0.716381,0.03,Afternoon,50,67,0,0.1,100,100,Below Average
Chennai,10-12-2024,1,13.08481465,80.24629634,9.41,Premium,Clear,IPL Match,Card,0.885761,0.634572,1,133.51,19,0,89.16,797,92.11,0.801667,0.01,Evening Peak,95,93,25,0.1,100,100,Below Average
Mumbai,08-01-2025,2,19.08760297,72.83187159,7.49,Premium,Cloudy,None,Cash,0.475449,0.84839,1.56,202.61,5,0,86.52,946,88.76,0.756481,0.06,Afternoon,50,82,0,0.1,100,95,Below Average
Delhi,03-09-2024,1,28.66945082,77.11977383,13.64,Premium,Rainy,Festival,Card,0.473258,0.853462,1.57,269.1,11,0,94.95,769,94.37,0.74395,0.07,Night,100,58,15,0.3,100,100,Below Average
Chennai,08-06-2024,5,13.12711245,80.22817109,2.17,Premium,Stormy,IPL Match,Cash,0.397235,0.615885,1.33,71.65,2,1,94.22,997,95.65,0.873017,0.01,Morning Peak,100,31,25,0.3,30,0,Below Average
Bangalore,16-04-2024,1,12.98219849,77.56969581,10.31,Luxury,Clear,Political Rally,Cash,0.555732,0.549771,1,172.03,16,0,93.99,617,94.29,0.905747,0.05,Evening Peak,95,55,25,0.1,100,100,Below Average
Bangalore,05-10-2024,5,12.92626724,77.59912148,14.46,Luxury,Rainy,Concert,Card,0.413714,0.712267,1.45,327.67,11,1,85.8,946,87.66,0.819326,0.08,Night,100,39,15,0.3,100,100,Below Average
Hyderabad,07-12-2024,5,17.42988513,78.52398685,5.87,Luxury,Rainy,IPL Match,Card,0.499218,0.564157,1.1,93.31,6,1,99.4,767,99.28,0.989041,0.01,Evening Peak,100,53,25,0.3,100,100,Below Average
Chennai,08-05-2024,2,13.03614059,80.22637752,10.84,Premium,Stormy,Festival,Cash,0.740525,0.59384,1,149.24,5,0,91.26,696,92.68,0.846564,0.04,Night,100,34,15,0.3,100,35,Below Average
Hyderabad,22-02-2025,5,17.34266341,78.45021935,13.73,Premium,Stormy,None,UPI,0.750126,0.912366,1.24,192.91,7,1,87.72,601,89,0.955669,0.08,Night,70,94,0,0.5,100,90,Below Average
Hyderabad,28-07-2024,6,17.38603725,78.53517877,5.98,Economy,Stormy,Festival,Cash,0.428929,0.513975,1.13,96.98,18,1,91.84,992,93.99,0.972857,0.01,Night,100,31,15,0.3,100,5,Below Average
Delhi,11-12-2024,2,28.66778185,77.14056673,3.35,Premium,Stormy,IPL Match,Card,0.317899,0.725462,1.61,110.29,23,0,88.92,831,90.44,0.726141,0.06,Afternoon,100,96,15,0.3,100,100,Below Average
Mumbai,24-09-2024,1,19.10266307,72.92512874,10.53,Premium,Stormy,Concert,Cash,0.690208,0.515988,1,166.36,20,0,86.36,613,88.35,0.971929,0.07,Night,100,58,15,0.3,100,100,Below Average
Hyderabad,02-07-2024,1,17.40918816,78.50534749,2.84,Premium,Cloudy,None,UPI,0.341636,0.40265,1.09,62.74,2,0,91.07,932,91.65,0.807792,0.07,Morning Peak,65,42,10,0.2,100,0,Below Average
Delhi,25-10-2024,4,28.7527396,77.11743944,13.22,Luxury,Clear,Political Rally,Card,0.265812,0.730078,1.7,284.24,14,0,91.5,597,92.55,0.745432,0.05,Evening Peak,95,72,25,0.1,100,100,Below Average
Chennai,23-03-2025,6,13.12062808,80.27316892,17.97,Premium,Stormy,None,UPI,0.340516,0.950909,1.92,437.13,18,1,85.63,554,89.94,0.802635,0,Afternoon,70,72,0,0.5,100,100,Below Average
Delhi,16-09-2024,0,28.73284621,77.15043831,2.1,Premium,Clear,Festival,UPI,0.669718,0.409072,1,56,5,0,82.84,662,86.19,0.8228,0.06,Morning Peak,95,33,25,0.2,100,100,Below Average
Delhi,20-10-2024,6,28.71809761,77.06987822,9.79,Luxury,Clear,IPL Match,UPI,0.370054,0.94117,1.86,247.19,13,1,83.4,847,85.38,0.906672,0.1,Evening Peak,95,63,25,0.1,100,100,Below Average
Delhi,30-05-2024,3,28.73222945,77.11367211,4.11,Luxury,Rainy,Concert,Cash,0.568246,0.985802,1.63,124.04,9,0,86.66,655,89.46,0.91908,0.04,Evening Peak,100,48,25,0.3,100,0,Below Average
Hyderabad,01-08-2024,3,17.36562362,78.466935,14.28,Economy,Clear,Concert,UPI,0.607965,0.938979,1.5,240.78,11,0,87.3,760,89.91,0.910145,0.04,Evening Peak,95,80,25,0.1,100,0,Below Average
Delhi,11-03-2025,1,28.65859787,77.15188052,6.32,Luxury,Stormy,Political Rally,Card,0.43931,0.654945,1.32,129.62,5,0,93.87,653,93.01,0.888178,0.09,Afternoon,100,58,15,0.3,100,100,Below Average
Delhi,07-06-2024,4,28.71388274,77.1054914,7.03,Luxury,Cloudy,None,Card,0.708888,0.892319,1.28,134.78,6,0,94.5,912,94.05,0.98029,0.07,Afternoon,50,85,0,0.1,100,0,Below Average
Mumbai,14-04-2024,6,19.05155715,72.84528136,3.32,Premium,Rainy,None,UPI,0.296207,0.580837,1.43,114.17,20,1,81.57,823,84.7,0.781399,0.08,Morning Peak,85,67,10,0.3,100,100,Below Average
Hyderabad,25-11-2024,0,17.35294648,78.48786865,9.27,Luxury,Cloudy,Concert,UPI,0.631859,0.613538,1,115.43,15,0,87.83,944,90.88,0.759542,0.02,Evening Peak,95,76,25,0.1,100,100,Below Average
Delhi,07-05-2024,1,28.68603073,77.07026581,5.14,Luxury,Clear,None,UPI,0.988756,0.416867,1,86.4,1,0,92.51,890,94.46,0.782946,0.01,Afternoon,50,30,0,0.2,100,100,Below Average
Hyderabad,19-11-2024,1,17.3796801,78.47313016,12.1,Premium,Rainy,Political Rally,Cash,0.413336,0.544821,1.2,169.08,7,0,99.78,571,98.05,0.947505,0.06,Afternoon,100,97,15,0.3,100,45,Below Average
Delhi,10-01-2025,4,28.67434107,77.08816874,9.86,Luxury,Clear,Concert,Cash,0.954633,0.411761,1,133.6,3,0,81.97,504,86.18,0.919547,0.04,Afternoon,80,69,15,0.1,100,100,Below Average
Mumbai,12-04-2024,4,19.03729902,72.91318347,14.34,Economy,Stormy,Concert,Cash,0.979226,0.649339,1,212.08,11,0,81.16,958,86.21,0.941238,0.02,Morning Peak,100,80,25,0.3,100,40,Below Average
Bangalore,08-04-2024,0,12.98932936,77.60907653,8.19,Economy,Clear,IPL Match,Card,0.654958,0.444008,1,144.47,20,0,92.48,741,92.64,0.783955,0.07,Afternoon,80,36,15,0.2,100,100,Below Average
Hyderabad,01-05-2024,2,17.39443668,78.46065119,18.87,Economy,Stormy,IPL Match,Cash,0.506301,0.420885,1,201.83,9,0,99.04,943,97.23,0.902047,0.07,Morning Peak,100,39,25,0.3,100,100,Below Average
Chennai,15-05-2024,2,13.10070276,80.31194834,12.72,Economy,Rainy,IPL Match,Card,0.655823,0.975364,1.48,251.48,1,0,85.48,503,87.44,0.898441,0.08,Evening Peak,100,44,25,0.3,100,25,Below Average
Delhi,21-03-2025,4,28.74901798,77.14037611,13.6,Premium,Clear,Festival,Cash,0.372065,0.979818,1.91,326.61,20,0,98.01,987,98.61,0.73038,0,Night,80,41,15,0.2,100,100,Top Leaderboard
Mumbai,29-08-2024,3,19.06679547,72.92566424,9.52,Luxury,Stormy,IPL Match,Card,0.639301,0.514348,1,154.24,0,0,88.76,746,91.23,0.847906,0.03,Afternoon,100,58,15,0.3,100,0,Below Average
Mumbai,19-10-2024,5,19.0419706,72.83642232,0.64,Premium,Clear,Concert,Card,0.642726,0.522893,1,47.68,10,1,84.18,762,86.83,0.852645,0.07,Afternoon,80,46,15,0.2,100,100,Below Average
Hyderabad,06-09-2024,4,17.38150269,78.50980686,14.55,Luxury,Rainy,Concert,Card,0.908156,0.915462,1.01,164.58,9,0,97.64,954,96.55,0.750498,0.06,Afternoon,100,50,15,0.3,100,75,Below Average
Mumbai,02-12-2024,0,19.07798387,72.84685769,2.09,Luxury,Cloudy,Concert,Cash,0.89771,0.492668,1,65.08,6,0,81.3,986,85.11,0.824307,0.06,Night,80,88,15,0.1,100,0,Below Average
Mumbai,27-12-2024,4,19.05713221,72.86515167,1.54,Luxury,Stormy,Political Rally,Cash,0.467699,0.876316,1.61,94.15,23,0,96.92,697,95.74,0.732696,0.07,Morning Peak,100,83,25,0.3,100,100,Below Average
Delhi,27-02-2025,3,28.67346382,77.07680631,10.99,Economy,Stormy,None,UPI,0.816903,0.905506,1.13,163.74,21,0,94.01,602,94.61,0.820036,0.04,Afternoon,70,47,0,0.5,100,0,Below Average
Bangalore,26-06-2024,2,12.97362981,77.61595289,2.59,Luxury,Clear,Political Rally,Card,0.629793,0.631469,1,71.67,21,0,93.94,583,93.96,0.991078,0.06,Afternoon,80,45,15,0.2,98.6,60,Below Average
Hyderabad,24-01-2025,4,17.36756757,78.53453678,7.99,Economy,Cloudy,None,UPI,0.387939,0.637735,1.37,142.36,0,0,93.06,900,93.64,0.7049,0.05,Afternoon,50,40,0,0.2,100,20,Below Average
Chennai,07-05-2024,1,13.06123145,80.24885715,7.98,Economy,Stormy,Festival,Cash,0.897137,0.632513,1,117.78,3,0,97.57,608,96.8,0.95535,0.05,Night,100,100,15,0.3,100,10,Below Average
Delhi,05-08-2024,0,28.70424352,77.09130774,4.61,Economy,Stormy,Concert,Cash,0.323793,0.435358,1.17,94.89,14,0,97.89,924,97.92,0.947179,0.02,Night,100,58,15,0.3,100,100,Below Average
Chennai,01-05-2024,2,13.0679305,80.23772525,9.88,Premium,Clear,Political Rally,UPI,0.252776,0.557775,1.46,202.47,22,0,80.61,729,84.93,0.937709,0.05,Night,80,55,15,0.1,100,100,Below Average
Hyderabad,08-07-2024,0,17.38367662,78.44460469,2.64,Premium,Cloudy,IPL Match,Cash,0.897349,0.637067,1,55.76,20,0,87.05,510,89.44,0.733468,0.05,Morning Peak,95,77,25,0.1,100,5,Below Average
Chennai,10-04-2024,2,13.07599108,80.24903875,12.03,Luxury,Rainy,Concert,UPI,0.499397,0.725225,1.34,217.52,5,0,95.22,569,95.45,0.775394,0.04,Afternoon,100,37,15,0.3,100,30,Below Average
Mumbai,07-12-2024,5,19.0360137,72.84738643,15.56,Premium,Stormy,Concert,UPI,0.427821,0.537302,1.16,263,18,1,95.53,772,95.97,0.998951,0.03,Morning Peak,100,94,25,0.3,100,0,Below Average
Delhi,04-09-2024,2,28.71653253,77.05761122,16.39,Luxury,Clear,None,Cash,0.404901,0.713252,1.46,290.39,23,0,97.34,559,96.64,0.929928,0.05,Evening Peak,65,73,10,0.1,100,100,Below Average
Hyderabad,08-09-2024,6,17.36572508,78.45879238,12.12,Economy,Stormy,Concert,UPI,0.622067,0.430316,1,141.08,16,1,99.56,578,97.29,0.83063,0.08,Afternoon,100,55,15,0.3,100,100,Below Average
Delhi,30-08-2024,4,28.75376199,77.15052772,4.07,Economy,Stormy,Political Rally,Cash,0.952699,0.91398,1,75.7,14,0,93.39,595,92.37,0.942501,0.1,Night,100,91,15,0.3,100,85,Below Average
Hyderabad,16-02-2025,6,17.36425214,78.43973972,1.38,Luxury,Stormy,None,Card,0.593271,0.968678,1.56,69.3,20,1,95.68,683,96.98,0.979952,0,Night,70,98,0,0.5,100,100,Above Average
Mumbai,07-11-2024,3,19.10495474,72.83307885,3.51,Luxury,Rainy,Concert,UPI,0.518577,0.688934,1.26,103.47,1,0,92.56,995,93.29,0.823956,0.05,Evening Peak,100,62,25,0.3,100,40,Below Average
Delhi,30-09-2024,0,28.7420109,77.07476187,6.54,Luxury,Cloudy,Political Rally,UPI,0.345329,0.75944,1.62,162.65,17,0,88.56,915,91.69,0.73719,0.01,Afternoon,80,88,15,0.1,100,100,Below Average
Hyderabad,08-04-2024,0,17.38922632,78.51407592,6.48,Premium,Cloudy,IPL Match,Card,0.376096,0.79133,1.62,146.32,6,0,86.37,845,87.76,0.721132,0.09,Evening Peak,95,75,25,0.1,100,10,Below Average
Bangalore,06-04-2024,5,13.01561867,77.56217108,19.64,Premium,Clear,Festival,Card,0.85972,0.651828,1,293.32,0,1,92.26,824,93.38,0.966054,0.04,Afternoon,80,51,15,0.1,100,100,Below Average
Delhi,14-01-2025,1,28.71586799,77.10167889,8.47,Economy,Rainy,Festival,Card,0.581978,0.426253,1,119.7,5,0,88.69,805,89.98,0.904876,0.07,Evening Peak,100,31,25,0.3,100,100,Below Average
Mumbai,23-06-2024,6,19.04107527,72.92197001,9.01,Luxury,Clear,Political Rally,Card,0.67449,0.504286,1,148.12,0,1,94.86,850,96.1,0.843002,0.01,Morning Peak,95,66,25,0.1,0,10,Below Average
Bangalore,09-11-2024,5,12.97754336,77.62615578,12.83,Premium,Rainy,IPL Match,Cash,0.398799,0.524382,1.19,243.7,7,1,98.46,535,96.82,0.99625,0.07,Morning Peak,100,90,25,0.3,100,100,Below Average
Chennai,29-11-2024,4,13.12599534,80.28330828,18.79,Luxury,Clear,Concert,Card,0.273951,0.749599,1.71,404.74,4,0,82.8,739,87.66,0.844346,0.01,Afternoon,80,51,15,0.1,100,100,Below Average
Delhi,22-12-2024,6,28.6714447,77.06066513,13.72,Premium,Rainy,None,UPI,0.975313,0.696181,1,172.2,0,1,96.72,908,95.6,0.837058,0.07,Morning Peak,85,78,10,0.3,100,75,Below Average
Hyderabad,09-04-2024,1,17.40349172,78.50842245,5.94,Luxury,Stormy,IPL Match,Cash,0.559537,0.793421,1.35,115.37,21,0,80.01,568,83.91,0.922895,0.07,Afternoon,100,91,15,0.3,100,70,Below Average
Hyderabad,26-01-2025,6,17.33815842,78.52428286,8.46,Economy,Rainy,IPL Match,Cash,0.398459,0.58932,1.29,139.5,1,1,81.17,696,85.02,0.97672,0.06,Morning Peak,100,88,25,0.3,100,85,Below Average
Bangalore,22-12-2024,6,12.98360069,77.61777303,17.01,Luxury,Clear,Political Rally,Card,0.916603,0.721076,1,259.13,8,1,91.74,659,91.82,0.83099,0.08,Afternoon,80,43,15,0.2,100,100,Below Average
Delhi,11-02-2025,1,28.73598022,77.07732304,7.69,Luxury,Rainy,Festival,Cash,0.233813,0.971043,2.11,236.11,19,0,91.32,600,92.42,0.945482,0.05,Night,100,33,15,0.3,100,0,Below Average
Delhi,13-09-2024,4,28.74926225,77.12986154,18.92,Premium,Cloudy,None,UPI,0.273121,0.794382,1.78,399.08,17,0,81.58,725,85.31,0.730341,0.06,Night,50,68,0,0.1,100,100,Below Average
Bangalore,19-08-2024,0,12.97756994,77.62343045,6.32,Economy,Rainy,Political Rally,Card,0.56124,0.656428,1.14,136.98,6,0,92.14,985,92.1,0.898934,0.08,Afternoon,100,80,15,0.3,100,80,Below Average
Mumbai,09-12-2024,0,19.07777776,72.92586115,11.37,Luxury,Rainy,Concert,Cash,0.439179,0.881558,1.66,292.89,10,0,98.33,698,96.43,0.952882,0.08,Afternoon,100,64,15,0.3,100,0,Below Average
Delhi,16-05-2024,3,28.74403839,77.12179037,16.81,Premium,Cloudy,None,Card,0.885126,0.538634,1,203.1,9,0,91.74,804,94.22,0.813207,0,Morning Peak,65,76,10,0.1,100,35,Average
Bangalore,13-01-2025,0,12.98936886,77.58778175,15.39,Premium,Rainy,None,Card,0.201872,0.559573,1.54,366.63,22,0,88.33,699,90.63,0.708978,0.04,Afternoon,70,94,0,0.5,100,100,Below Average
Delhi,21-08-2024,2,28.69393972,77.09291906,19.4,Economy,Rainy,None,Cash,0.548396,0.422184,1,229,16,0,90.12,682,93.08,0.784724,0,Morning Peak,85,42,10,0.3,100,0,Average
Chennai,05-07-2024,4,13.05006207,80.28461245,8.74,Economy,Stormy,Festival,Cash,0.253778,0.489384,1.35,170.29,15,0,83.63,910,85.84,0.912002,0.09,Evening Peak,100,92,25,0.3,100,100,Below Average
Hyderabad,22-01-2025,2,17.39144863,78.49512568,12.63,Luxury,Stormy,Political Rally,Card,0.968775,0.600533,1,145.67,0,0,95.47,624,94.73,0.921246,0.07,Afternoon,100,46,15,0.3,100,100,Below Average
Chennai,24-10-2024,3,13.06282466,80.25269249,10.52,Economy,Cloudy,IPL Match,Card,0.224335,0.56675,1.51,220.04,14,0,82.12,890,84.78,0.769043,0.09,Morning Peak,95,63,25,0.1,100,85,Below Average
Hyderabad,19-02-2025,2,17.37163717,78.49778338,16.49,Luxury,Cloudy,None,Cash,0.434368,0.486808,1.08,194.84,1,0,90.83,606,92.68,0.792739,0.03,Night,50,71,0,0.1,100,100,Below Average
Bangalore,04-06-2024,1,12.98744809,77.62573574,15.56,Premium,Rainy,Festival,Cash,0.976078,0.529708,1,240.28,0,0,85.92,524,89.84,0.977472,0.01,Night,100,32,15,0.3,85.9,75,Below Average
Mumbai,29-09-2024,6,19.0718165,72.83708398,19.65,Premium,Clear,Festival,Cash,0.70555,0.763267,1.09,300.62,17,1,94.65,955,94.45,0.763326,0.06,Night,80,56,15,0.1,100,100,Below Average
Mumbai,06-12-2024,4,19.10169691,72.86217011,9.2,Luxury,Rainy,IPL Match,UPI,0.549991,0.589705,1.06,159.42,6,0,81.29,525,84.2,0.969722,0.09,Night,100,45,15,0.3,100,100,Below Average
Delhi,29-07-2024,0,28.75090059,77.09412246,12.76,Luxury,Cloudy,Festival,Cash,0.935942,0.602565,1,162.6,12,0,90.87,511,92.71,0.900873,0.03,Evening Peak,95,50,25,0.2,100,35,Below Average
Hyderabad,12-03-2025,2,17.39092303,78.52804788,18.06,Economy,Stormy,Festival,Card,0.375228,0.577497,1.3,252.9,5,0,96.63,752,94.64,0.984055,0.1,Afternoon,100,64,15,0.3,100,20,Below Average
Mumbai,30-07-2024,1,19.03687034,72.92299839,7.58,Luxury,Rainy,IPL Match,UPI,0.966694,0.860103,1,130.96,2,0,94.18,719,93.53,0.863753,0.08,Morning Peak,100,31,25,0.3,100,60,Below Average
Mumbai,29-05-2024,2,19.07220384,72.84502022,18.76,Premium,Rainy,IPL Match,Cash,0.786945,0.775727,1,265.12,14,0,86.18,644,90.03,0.873499,0.01,Morning Peak,100,74,25,0.3,100,100,Below Average
Hyderabad,07-02-2025,4,17.3726229,78.48621331,18.66,Luxury,Stormy,Festival,Cash,0.273219,0.937607,2,399.88,11,0,80.17,504,84.62,0.921328,0.05,Morning Peak,100,75,25,0.3,85,10,Below Average
Delhi,04-06-2024,1,28.75174344,77.06422234,18.26,Economy,Rainy,None,Cash,0.336865,0.828696,1.74,378.62,20,0,91.89,906,92.82,0.761219,0.05,Morning Peak,85,91,10,0.3,100,50,Below Average
Hyderabad,19-08-2024,0,17.35626887,78.44975155,15.86,Economy,Cloudy,IPL Match,Cash,0.401553,0.520104,1.18,206.19,7,0,98.28,561,97.3,0.996744,0.05,Evening Peak,95,82,25,0.1,100,45,Below Average
Delhi,13-06-2024,3,28.72055405,77.06954226,16.92,Premium,Cloudy,IPL Match,UPI,0.488189,0.737253,1.37,279.75,16,0,84.95,883,88.26,0.929448,0.04,Night,80,70,15,0.1,100,45,Below Average
Hyderabad,07-07-2024,6,17.40690939,78.46811951,2.69,Luxury,Stormy,Political Rally,UPI,0.366797,0.798984,1.65,92.75,3,1,98.18,745,98.73,0.794353,0,Night,100,96,15,0.3,100,0,Top Leaderboard
Mumbai,05-01-2025,6,19.11335862,72.92387902,12.35,Luxury,Rainy,Concert,Cash,0.382874,0.825247,1.66,312.41,9,1,97.22,982,96.85,0.73743,0.04,Night,100,66,15,0.3,100,0,Below Average
Hyderabad,13-03-2025,3,17.43249963,78.51073843,14.65,Premium,Clear,None,Cash,0.211978,0.884862,2.01,329.34,16,0,96.86,744,95.7,0.762549,0.07,Afternoon,50,60,0,0.1,100,100,Below Average
Chennai,26-05-2024,6,13.05545365,80.28549939,10.43,Luxury,Rainy,Concert,UPI,0.917436,0.512852,1,144.73,1,1,84.42,580,86.39,0.939409,0.09,Morning Peak,100,72,25,0.3,100,100,Below Average
Mumbai,14-11-2024,3,19.11589522,72.83711305,9.98,Economy,Cloudy,Political Rally,Card,0.618915,0.790726,1.26,201.3,22,0,81.58,701,84.41,0.785181,0.09,Evening Peak,95,76,25,0.1,100,35,Below Average
Hyderabad,23-05-2024,3,17.42329873,78.50340854,18.86,Economy,Cloudy,IPL Match,Card,0.976855,0.644079,1,201.74,12,0,86.48,783,90.24,0.757352,0.01,Night,80,100,15,0.1,100,100,Below Average
Mumbai,24-03-2025,0,19.04593525,72.90184801,18.7,Luxury,Clear,Festival,UPI,0.779219,0.506558,1,264.4,11,0,89.85,819,92.59,0.804094,0.01,Evening Peak,95,90,25,0.1,100,70,Below Average
Hyderabad,01-05-2024,2,17.39328813,78.49636526,3.51,Economy,Stormy,IPL Match,Cash,0.41303,0.992704,1.87,118.91,0,0,98.84,910,97.39,0.983324,0.06,Morning Peak,100,33,25,0.3,100,95,Below Average
Delhi,08-10-2024,1,28.73146589,77.10794754,6.11,Premium,Stormy,Festival,UPI,0.965265,0.6282,1,96.1,15,0,82.02,570,84.41,0.759204,0.1,Night,100,50,15,0.3,100,90,Below Average
Delhi,26-05-2024,6,28.71283197,77.11144304,12.99,Luxury,Clear,None,Cash,0.678282,0.468266,1,164.9,21,1,87.22,873,88.95,0.723487,0.07,Night,50,50,0,0.2,100,100,Below Average
Delhi,14-01-2025,1,28.69732317,77.10241689,5.75,Economy,Rainy,None,Cash,0.47789,0.747051,1.4,129.5,14,0,92.71,570,92.8,0.757857,0.07,Evening Peak,85,81,10,0.3,100,55,Below Average
Bangalore,06-04-2024,5,12.97240219,77.58579302,12.2,Luxury,Cloudy,Festival,Cash,0.580974,0.447078,1,196.6,18,1,92.1,540,92.07,0.829264,0.08,Night,80,51,15,0.1,100,85,Below Average
Bangalore,26-06-2024,2,12.95406306,77.55925171,16.36,Luxury,Clear,Concert,Card,0.380439,0.656174,1.41,353.46,9,0,93.37,830,92.96,0.756222,0.08,Night,80,96,15,0.1,100,65,Below Average
Hyderabad,23-11-2024,5,17.36638034,78.51255414,19.07,Economy,Rainy,Festival,Card,0.65668,0.804389,1.22,248.43,10,1,92.46,831,93.52,0.740348,0.04,Morning Peak,100,69,25,0.3,100,100,Below Average
Chennai,03-04-2024,2,13.04030705,80.2469959,4.1,Luxury,Stormy,Political Rally,Cash,0.57865,0.676706,1.15,86.36,20,0,98.85,614,97.99,0.766497,0.04,Afternoon,100,52,15,0.3,100,100,Below Average
Mumbai,10-10-2024,3,19.1055806,72.830988,1.34,Luxury,Rainy,None,UPI,0.947101,0.760113,1,56.08,16,0,95.32,519,94.62,0.718596,0.07,Night,70,62,0,0.5,100,60,Below Average
Mumbai,07-12-2024,5,19.11792589,72.90715669,19.97,Luxury,Clear,None,Cash,0.99461,0.837787,1,279.64,9,1,84.43,968,87.6,0.749345,0.05,Morning Peak,65,66,10,0.1,100,100,Below Average
Chennai,08-08-2024,3,13.10535071,80.30980602,6.42,Premium,Stormy,IPL Match,Card,0.987616,0.6441,1,100.62,19,0,98.74,681,98.82,0.911917,0.01,Night,100,86,15,0.3,100,100,Below Average
Mumbai,24-03-2025,0,19.10220134,72.84297307,17.61,Luxury,Cloudy,None,Card,0.401637,0.492044,1.14,286.5,10,0,90.55,992,92.18,0.895498,0.04,Afternoon,50,96,0,0.1,100,20,Below Average
Delhi,30-12-2024,0,28.69635562,77.14444756,7.43,Economy,Cloudy,IPL Match,Cash,0.254266,0.679,1.64,179.25,17,0,80.11,739,84.88,0.792287,0.04,Night,80,82,15,0.1,100,5,Below Average
Delhi,02-09-2024,0,28.72462726,77.10539724,1.15,Economy,Rainy,Political Rally,Cash,0.387076,0.766919,1.57,73.01,20,0,98.28,756,97.6,0.995277,0.04,Night,100,64,15,0.3,100,65,Below Average
Mumbai,27-04-2024,5,19.03027283,72.92470883,6.85,Luxury,Clear,Concert,Cash,0.719631,0.839108,1.18,144.2,15,1,95.02,848,95.01,0.764289,0.05,Evening Peak,95,43,25,0.2,100,95,Below Average
Delhi,18-02-2025,1,28.65772441,77.11638956,17.23,Economy,Rainy,None,UPI,0.617879,0.903797,1.43,296.44,3,0,89.56,979,91.19,0.750567,0.05,Evening Peak,85,93,10,0.3,100,100,Below Average
Delhi,13-12-2024,4,28.74224133,77.05276149,12.32,Luxury,Rainy,IPL Match,Cash,0.454211,0.66577,1.32,208.82,6,0,91.54,996,91.68,0.947208,0.08,Afternoon,100,36,15,0.3,100,55,Below Average
